Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
1,17,2,9556,1,1,133.1,1,37,38,9,8,106.0,1,0,0,1,0,0,19,0,0,7,16,2,12.75,0,0,7,12,2,11.0,0,8.9,1.4,3.51,Dropout
1,17,1,9556,1,1,133.0,1,1,38,4,9,119.0,0,0,0,1,0,0,19,0,0,7,10,6,11.15,0,0,7,7,7,1.28142857142857E+016,0,12.7,3.7,-1.7,Enrolled
1,1,1,9670,1,1,120.0,1,38,19,4,8,115.1,0,0,0,1,0,0,19,0,0,6,8,3,1.16666666666666E+016,0,0,6,11,5,13625,0,10.8,1.4,1.74,Enrolled
1,17,4,9254,1,1,106.0,1,37,19,9,7,116.9,1,0,0,1,0,0,20,0,0,6,7,6,11.5,0,0,6,8,5,12.4,0,11.1,0.6,2.02,Graduate
1,1,2,9773,1,1,148.0,1,1,19,9,9,141.7,0,0,0,1,0,0,18,0,0,6,6,6,1.38333333333333E+016,0,0,6,6,6,1.26666666666666E+016,0,10.8,1.4,1.74,Graduate
1,1,2,9070,1,1,134.0,1,1,19,3,3,127.7,1,0,0,0,0,0,18,0,1,6,8,6,1.17142857142857E+016,1,0,6,11,4,1.13333333333333E+016,0,13.9,-0.3,0.79,Dropout
1,1,5,9500,1,1,130.0,1,19,1,9,5,122.1,1,0,0,1,0,1,19,0,0,7,8,7,1.16785714285714E+016,0,0,8,10,7,130375,0,12.4,0.5,1.79,Graduate
1,16,1,9085,1,1,150.0,1,3,3,2,1,153.5,1,0,0,1,0,0,19,0,0,6,7,6,1.57142857142857E+016,0,0,6,6,6,1.46666666666666E+016,0,13.9,-0.3,0.79,Dropout
1,1,1,171,1,1,141.0,1,1,19,5,8,141.4,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
1,1,1,9773,1,1,140.0,1,19,37,9,6,135.8,1,0,0,1,0,1,19,0,0,6,6,6,13.0,0,0,6,7,6,13.0,0,10.8,1.4,1.74,Graduate
1,1,2,9500,1,1,138.0,1,3,3,2,2,127.5,1,0,0,1,0,1,18,0,0,7,7,7,1.44857142857142E+016,0,0,8,9,8,1458888888888880,0,16.2,0.3,-0.92,Graduate
1,39,1,9991,0,1,130.0,1,37,37,9,9,151.6,0,0,0,1,0,0,24,0,0,5,9,5,1.22857142857142E+016,0,0,5,8,5,12125,0,16.2,0.3,-0.92,Enrolled
1,39,1,9500,1,1,133.1,1,19,19,5,6,121.4,0,0,1,1,0,0,28,0,0,7,12,4,13375,0,0,7,7,5,13.5,0,13.9,-0.3,0.79,Enrolled
1,42,1,9500,1,1,133.0,1,1,1,4,4,100.0,0,0,0,1,0,0,20,0,1,8,8,7,1.15714285714285E+016,0,1,8,8,7,1.15714285714285E+016,0,12.7,3.7,-1.7,Graduate
1,1,6,9500,1,1,150.0,1,37,38,9,9,131.5,1,0,0,1,0,1,19,0,0,8,8,7,1.26571428571428E+016,0,0,8,8,7,1.26571428571428E+016,0,12.7,3.7,-1.7,Graduate
1,17,1,9147,1,1,117.0,1,37,37,9,9,109.3,0,0,0,0,0,0,22,0,0,5,9,2,10.0,1,0,5,11,1,10.0,0,9.4,-0.8,-3.12,Dropout
1,1,1,9238,1,1,145.0,1,19,1,6,5,127.9,1,0,0,1,0,0,19,0,0,6,7,6,1.37142857142857E+016,0,0,6,6,6,1.31666666666666E+016,0,12.7,3.7,-1.7,Graduate
1,7,1,9238,1,3,140.0,1,37,37,9,9,140.0,1,0,0,1,0,0,36,0,10,14,21,13,1.30714285714285E+016,0,4,11,16,11,13.0,0,16.2,0.3,-0.92,Graduate
1,44,1,9003,1,39,160.0,1,37,38,9,7,160.0,0,0,0,1,0,1,19,0,0,6,7,6,1.53333333333333E+016,0,0,6,9,6,14.0,0,15.5,2.8,-4.06,Graduate
1,17,1,9238,1,1,125.0,1,4,3,1,1,119.8,0,0,0,1,0,0,18,0,0,6,9,5,1.15714285714285E+016,0,0,6,8,6,1.21428571428571E+016,0,16.2,0.3,-0.92,Graduate
4,43,4,9991,0,12,133.1,1,37,37,9,9,153.0,0,0,0,0,0,0,40,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,1,2,9500,1,1,139.0,1,38,37,9,7,125.0,1,0,0,1,0,1,19,0,0,7,7,6,12.9,0,0,7,7,6,12.9,0,7.6,2.6,0.32,Graduate
4,43,1,9500,1,1,130.0,1,37,37,9,9,103.7,0,0,0,1,0,0,38,0,1,8,12,5,13126,1,1,8,12,5,13126,1,10.8,1.4,1.74,Enrolled
1,7,1,9085,1,3,120.0,1,37,37,7,7,120.0,0,0,0,1,0,0,32,0,4,10,20,4,11.5,2,3,9,13,3,1.16666666666666E+016,2,15.5,2.8,-4.06,Dropout
1,1,1,9853,1,1,160.0,1,1,37,9,9,146.0,1,0,0,1,0,0,19,0,0,6,11,3,1.03333333333333E+016,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Enrolled
1,17,3,9070,1,1,120.0,1,3,1,4,4,116.9,1,0,0,1,0,0,19,0,0,6,6,6,13.5,0,0,6,7,6,1.34285714285714E+016,0,8.9,1.4,3.51,Graduate
2,39,1,9147,1,1,130.0,1,37,37,9,9,117.9,0,0,0,1,0,0,35,0,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,1,1,9147,1,1,124.0,1,38,19,3,10,128.6,1,0,0,1,0,0,20,0,0,5,5,4,12.0,0,0,4,4,2,11.5,0,7.6,2.6,0.32,Enrolled
1,17,1,9853,1,1,150.0,1,19,19,3,4,135.0,0,0,0,1,0,0,29,0,2,8,10,7,1.11428571428571E+016,0,2,8,11,8,11375,0,12.7,3.7,-1.7,Graduate
1,1,1,9991,0,1,140.0,1,37,37,9,9,124.6,0,0,0,1,0,0,29,0,0,5,11,5,11.4,0,0,5,10,4,10.25,0,15.5,2.8,-4.06,Enrolled
1,1,5,9500,1,1,135.0,1,37,37,7,7,124.0,1,0,0,1,0,1,19,0,0,8,8,7,1.27714285714285E+016,1,0,8,8,7,1.27714285714285E+016,1,9.4,-0.8,-3.12,Enrolled
1,1,6,9500,1,1,143.0,1,38,19,7,9,129.5,1,0,0,1,0,1,18,0,0,8,8,7,1379857142857140,0,0,8,8,7,1379857142857140,0,10.8,1.4,1.74,Graduate
2,39,1,8014,0,19,100.0,1,38,19,0,10,111.3,0,0,1,0,0,0,25,0,0,6,7,6,1.33333333333333E+016,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate
4,39,1,8014,0,19,133.1,1,37,37,9,9,95.0,0,0,1,0,0,0,50,0,0,6,11,0,0.0,0,0,5,6,0,0.0,0,8.9,1.4,3.51,Dropout
2,1,1,9147,1,1,133.1,1,34,34,0,0,131.8,0,0,0,1,0,0,24,0,14,15,17,14,1.13571428571428E+016,0,13,14,15,13,1.28461538461538E+016,0,7.6,2.6,0.32,Dropout
1,1,5,9119,1,1,132.0,1,38,19,5,3,119.1,0,0,0,1,0,0,18,0,0,5,11,0,0.0,0,0,5,8,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,17,1,9085,1,1,131.0,1,38,38,191,174,125.4,1,0,0,1,0,0,20,0,0,6,13,6,1.56923076923076E+016,0,0,6,13,5,1.44285714285714E+016,0,15.5,2.8,-4.06,Graduate
1,16,1,9003,1,1,147.0,1,1,37,4,9,140.7,1,0,1,1,0,1,20,0,13,18,19,18,1.50526315789473E+016,0,11,13,13,13,1.45384615384615E+016,0,15.5,2.8,-4.06,Graduate
1,43,1,9991,0,1,141.0,1,37,37,9,9,131.9,0,0,0,1,0,0,21,0,6,10,20,6,11.5,0,5,10,17,5,12.4,0,9.4,-0.8,-3.12,Dropout
1,39,1,9238,1,1,160.0,1,38,1,9,3,124.0,0,0,1,1,1,0,28,0,2,8,15,7,11.0,0,0,6,17,1,10.0,0,10.8,1.4,1.74,Enrolled
1,1,1,9254,1,1,135.0,1,38,37,9,7,139.2,0,0,0,1,1,1,19,0,0,6,6,6,13.0,0,0,6,6,6,1.31666666666666E+016,0,12.4,0.5,1.79,Graduate
1,1,1,9500,1,1,133.0,1,37,37,9,7,121.8,0,0,0,1,1,1,18,0,0,8,8,8,1293875,0,0,8,8,8,1293875,0,9.4,-0.8,-3.12,Graduate
1,17,1,171,1,1,142.0,1,37,37,9,9,132.9,0,0,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
1,44,1,9003,1,39,130.0,1,37,37,9,10,130.0,0,0,0,1,1,0,25,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
2,39,1,9500,1,1,133.1,1,37,37,9,9,130.1,0,0,0,0,1,0,37,0,0,7,10,5,13.0,0,0,7,9,5,12.88,0,11.1,0.6,2.02,Dropout
1,39,1,9500,1,1,133.1,1,37,37,7,7,124.5,0,0,0,0,1,0,38,0,0,7,11,5,12.18,0,0,7,11,4,118125,0,11.1,0.6,2.02,Dropout
2,39,1,9670,1,1,130.0,1,19,38,9,9,162.3,0,0,0,1,1,0,36,0,0,6,13,3,1.13333333333333E+016,0,0,6,12,5,11.4,0,13.9,-0.3,0.79,Dropout
1,1,2,9500,1,1,149.0,1,19,1,9,9,137.8,1,0,0,1,1,0,18,0,0,8,8,7,13.0,0,0,8,8,7,13.0,0,12.7,3.7,-1.7,Graduate
1,1,1,9670,1,1,130.0,1,1,1,0,0,119.5,0,0,0,0,1,0,19,0,0,5,5,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,39,1,9130,1,1,150.0,1,1,1,4,10,110.0,0,0,1,1,1,0,24,0,0,5,13,2,12.5,2,0,5,8,3,1.23333333333333E+016,0,9.4,-0.8,-3.12,Dropout
1,1,1,9238,1,1,106.0,1,1,1,3,3,105.0,0,0,0,1,1,0,20,0,0,6,9,5,11.0,0,0,6,9,5,1.21666666666666E+016,0,11.1,0.6,2.02,Graduate
1,1,1,171,1,1,162.0,1,37,37,9,9,142.8,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
2,43,3,9991,0,1,120.0,1,37,37,9,9,128.2,1,0,0,1,1,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
2,39,1,9991,0,19,133.1,1,38,38,7,8,120.0,0,0,0,1,1,0,39,0,0,5,9,0,0.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,Dropout
1,7,1,9119,1,3,130.0,1,37,37,9,9,130.0,0,0,0,0,1,0,33,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
1,17,2,9670,1,1,128.0,1,37,38,5,8,121.7,0,0,0,1,1,1,20,0,0,5,5,5,12.4,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,Graduate
1,1,1,9003,1,1,124.0,1,38,19,9,7,116.0,0,0,0,1,1,0,19,0,0,6,8,6,15.5,0,0,6,10,6,14.1,0,16.2,0.3,-0.92,Graduate
2,39,1,9991,0,1,133.1,1,37,37,5,8,133.2,0,0,0,0,1,0,43,0,0,5,13,2,11.5,0,0,5,12,3,10.8,0,13.9,-0.3,0.79,Dropout
2,43,1,9991,0,1,114.0,1,37,37,7,8,116.7,0,0,0,1,1,0,49,0,0,5,7,4,1.33333333333333E+016,0,0,5,9,4,11.6,1,16.2,0.3,-0.92,Dropout
1,1,2,9773,1,1,140.0,1,38,38,5,7,126.4,1,0,0,1,1,1,18,0,0,6,8,6,1.26666666666666E+016,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
1,39,1,9003,1,1,160.0,1,1,37,191,193,140.0,0,0,0,1,1,0,27,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Enrolled
1,1,1,9147,1,1,122.0,1,1,19,9,9,120.3,1,0,0,1,1,1,19,0,0,5,8,5,12.6,0,0,5,9,5,13.6,0,8.9,1.4,3.51,Dropout
1,39,1,9070,1,1,140.0,1,37,37,9,10,118.0,0,0,1,1,1,1,45,0,0,6,6,6,13.5,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout
1,15,1,9670,1,1,160.0,1,37,12,9,9,149.5,1,0,0,0,1,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduate
1,44,1,9003,1,39,130.0,1,1,3,9,6,130.0,0,0,0,1,1,1,21,0,0,6,15,6,1.17142857142857E+016,0,0,6,8,4,11.75,0,13.9,-0.3,0.79,Graduate
1,1,1,9670,1,1,141.0,1,1,1,5,9,126.3,0,0,0,1,1,1,18,0,0,6,8,6,1.21666666666666E+016,0,0,6,7,5,13.0,0,13.9,-0.3,0.79,Graduate
1,17,3,9147,1,1,127.0,1,37,37,5,7,116.2,0,0,0,1,1,0,18,0,0,5,10,0,0.0,1,0,5,13,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,17,1,9254,1,1,126.0,1,37,37,5,1,126.0,0,0,0,0,1,0,29,0,0,6,12,0,0.0,0,0,6,6,0,0.0,6,9.4,-0.8,-3.12,Dropout
1,1,1,9670,1,1,131.0,1,1,1,4,9,122.3,0,0,0,1,1,0,19,0,0,5,6,5,11.5,0,0,5,5,5,11.6,0,9.4,-0.8,-3.12,Graduate
1,1,1,9147,1,1,130.0,1,19,19,9,7,119.5,1,0,0,1,1,1,18,0,0,5,7,4,11.25,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled
1,44,1,9070,1,39,130.0,1,1,1,9,9,131.8,0,0,0,1,1,1,22,0,2,7,7,7,1.22857142857142E+016,0,5,9,10,8,12375,0,12.4,0.5,1.79,Graduate
1,17,6,9500,1,1,140.0,1,1,1,4,3,130.7,1,0,0,1,1,1,18,0,0,7,7,7,1.27185714285714E+016,0,0,8,11,8,1.28055555555555E+016,0,11.1,0.6,2.02,Dropout
1,44,1,9130,1,39,140.0,1,1,19,4,7,140.0,0,0,0,1,1,0,20,0,2,6,12,5,12.4,0,1,6,11,2,15.0,0,13.9,-0.3,0.79,Enrolled
1,1,1,171,1,1,140.0,1,19,19,1,1,129.5,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
4,39,1,9670,1,19,133.1,1,37,37,9,7,130.0,0,0,1,1,1,1,29,0,0,6,16,1,14.0,0,0,6,7,0,0.0,0,11.1,0.6,2.02,Dropout
1,39,1,9670,1,1,120.0,1,11,11,90,4,114.0,1,0,0,1,1,0,29,0,0,5,10,3,1.16666666666666E+016,0,0,5,8,4,11.25,0,7.6,2.6,0.32,Dropout
1,43,1,9773,1,1,121.0,1,1,1,4,5,121.0,1,0,0,1,1,0,23,0,0,6,15,1,13.0,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Enrolled
1,17,1,171,1,1,123.0,1,3,12,2,9,116.4,1,0,1,1,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,1,1,9119,1,1,136.0,1,38,38,9,9,121.7,1,0,0,1,1,0,18,0,0,5,10,0,0.0,0,0,5,11,1,12.0,3,7.6,2.6,0.32,Dropout
2,42,1,9254,1,1,136.0,1,2,2,134,112,130.0,1,0,0,1,1,0,22,0,2,6,13,4,11.5,0,2,6,12,2,12.5,0,7.6,2.6,0.32,Dropout
1,43,1,9991,0,1,120.0,1,37,37,9,9,120.0,1,0,1,1,1,0,34,0,6,10,10,7,1.17142857142857E+016,0,4,10,10,6,11.5,0,10.8,1.4,1.74,Dropout
1,43,1,9991,0,4,160.0,1,3,3,2,1,125.0,0,0,0,1,1,0,26,0,0,5,7,5,12.6,0,0,5,7,5,1.37142857142857E+016,0,13.9,-0.3,0.79,Graduate
1,17,1,171,1,1,125.0,1,37,37,7,9,134.1,1,0,0,1,1,0,24,0,12,17,19,13,1.16428571428571E+016,0,12,17,25,12,11.25,0,11.1,0.6,2.02,Dropout
1,1,1,9670,1,1,146.0,1,1,1,9,8,149.5,1,0,0,1,1,1,17,0,0,6,8,6,14875,0,0,6,8,6,1.34285714285714E+016,0,11.1,0.6,2.02,Graduate
1,43,4,9670,1,1,117.0,1,3,3,4,4,113.2,0,0,0,1,1,0,21,0,0,5,11,2,10.0,0,0,5,10,3,1.03333333333333E+016,0,9.4,-0.8,-3.12,Enrolled
2,39,1,9991,0,1,150.0,1,1,4,4,2,146.0,0,0,0,1,1,0,34,0,0,5,5,5,14.2,0,0,5,5,5,14.6,0,12.7,3.7,-1.7,Enrolled
1,44,1,9003,1,39,140.0,1,19,38,6,7,140.0,1,0,0,1,1,0,19,0,0,6,8,6,1.27142857142857E+016,0,0,6,9,6,13.5,0,12.4,0.5,1.79,Graduate
2,39,1,9003,1,1,111.0,1,1,3,4,2,162.4,0,0,1,0,1,0,49,0,4,12,16,5,11.6,0,2,7,7,5,11.2,0,8.9,1.4,3.51,Dropout
1,43,1,9500,1,1,120.0,1,2,4,4,5,136.6,0,0,0,1,1,0,23,0,0,7,14,5,11.94,0,0,7,14,6,12.2,0,13.9,-0.3,0.79,Dropout
1,18,3,9119,1,1,111.0,1,1,19,9,8,111.0,1,0,0,1,1,0,18,0,0,5,10,4,11.6,0,0,5,9,3,14.2,0,12.4,0.5,1.79,Dropout
1,1,1,9500,1,1,118.0,1,12,1,4,10,115.7,0,0,0,1,1,0,20,0,0,7,9,5,12.7,0,0,8,9,7,13475,0,13.9,-0.3,0.79,Enrolled
1,1,3,9670,1,1,106.0,1,3,1,2,3,105.7,1,0,0,1,1,0,19,0,0,6,6,6,1.33333333333333E+016,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate
1,42,1,9003,1,39,120.0,1,3,1,2,6,128.2,1,0,0,1,1,0,24,0,4,9,13,8,1.33333333333333E+016,0,5,10,12,9,1311111111111110,0,16.2,0.3,-0.92,Enrolled
1,1,1,9147,1,1,151.0,1,1,38,4,7,137.0,1,0,0,1,1,0,18,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate
2,39,1,9254,1,19,133.1,1,34,34,0,0,120.0,0,0,1,0,1,0,45,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,39,1,9991,0,1,120.0,1,34,34,0,0,120.5,1,0,0,1,1,0,30,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,51,1,9991,0,39,120.0,1,1,4,4,10,118.1,0,0,0,1,1,0,28,0,13,15,17,13,12.0,0,9,13,13,9,1.13333333333333E+016,0,8.9,1.4,3.51,Dropout
1,39,1,9991,0,1,110.0,1,37,37,9,9,139.0,0,0,0,1,1,0,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
1,39,2,9147,1,19,133.1,1,38,19,4,10,116.3,0,0,0,0,1,0,32,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout
1,17,5,9254,1,1,118.0,1,19,37,5,5,120.5,1,0,0,1,1,0,19,0,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout
1,1,1,9070,1,1,139.0,1,1,19,3,9,134.9,1,0,0,1,1,0,20,0,0,6,7,6,1.36666666666666E+016,0,0,6,7,6,1.21666666666666E+016,1,16.2,0.3,-0.92,Graduate
1,17,1,9119,1,1,130.0,1,1,3,4,2,123.0,0,0,0,1,1,0,18,0,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,17,1,9670,1,1,132.0,1,38,37,9,9,122.9,0,0,0,0,1,0,20,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout
1,39,1,9991,0,1,100.0,1,37,38,9,4,140.0,0,0,0,1,1,0,39,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled
1,17,1,9085,1,1,120.0,1,19,38,4,8,122.5,0,0,0,0,1,0,19,0,0,6,11,5,13.6,0,0,6,11,5,1.36666666666666E+016,0,11.1,0.6,2.02,Enrolled
1,39,1,9991,0,12,133.1,1,37,37,9,9,121.5,0,0,0,1,1,0,38,0,0,5,11,2,10.5,0,0,5,9,3,1.13333333333333E+016,1,7.6,2.6,0.32,Enrolled
1,17,3,9500,1,1,156.0,1,19,37,4,9,132.3,1,0,0,1,1,1,18,0,0,7,7,6,1.32666666666666E+016,0,0,7,7,6,1.32666666666666E+016,0,7.6,2.6,0.32,Graduate
1,17,4,9500,1,1,143.0,1,19,38,9,6,131.5,1,0,0,1,1,1,18,0,0,7,8,7,125125,0,0,8,8,8,141875,0,13.9,-0.3,0.79,Graduate
2,43,1,9130,1,9,133.1,1,34,34,0,0,128.2,0,0,0,1,1,0,28,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,39,1,9670,1,1,140.0,1,37,37,9,9,148.0,1,0,0,0,1,0,31,0,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout
1,1,1,9500,1,1,127.0,1,2,19,3,9,121.5,0,0,0,1,1,0,23,0,0,7,7,6,1.34833333333333E+016,0,0,7,7,6,1.34833333333333E+016,0,7.6,2.6,0.32,Graduate
1,1,1,9500,1,1,135.0,1,38,19,194,193,135.4,1,0,0,1,1,0,21,0,0,7,9,6,12565,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled
1,39,1,9238,1,19,133.1,1,37,37,9,9,139.0,0,0,1,0,1,0,33,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout
1,43,1,9147,1,1,120.0,1,37,37,5,3,113.4,0,0,0,1,1,0,22,0,0,5,9,3,13.0,0,0,5,9,3,1.16666666666666E+016,0,12.7,3.7,-1.7,Dropout
1,44,1,9119,1,39,150.0,1,19,37,9,9,150.0,1,0,1,1,1,0,20,0,0,5,6,5,16.5,0,0,5,7,5,1.77142857142857E+016,0,12.4,0.5,1.79,Dropout
1,17,1,9670,1,1,123.0,1,37,38,3,3,122.0,0,0,1,1,1,0,19,0,0,6,7,6,1.31666666666666E+016,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled
1,44,1,9085,1,39,150.0,1,38,38,4,1,150.0,1,0,0,1,1,0,20,0,1,6,11,6,13.8,0,1,6,7,6,1.31428571428571E+016,0,16.2,0.3,-0.92,Graduate
1,39,1,9254,1,12,133.1,1,37,37,5,7,119.3,1,0,0,1,1,0,25,0,0,6,7,6,1.11666666666666E+016,0,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Enrolled
1,39,1,9003,1,1,130.0,1,1,1,9,4,140.0,0,0,0,0,1,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
1,1,4,9070,1,1,140.0,1,4,19,2,10,125.0,1,0,0,1,1,0,19,0,0,6,7,6,1.26666666666666E+016,0,0,6,8,6,1.21428571428571E+016,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9670,1,1,141.0,1,2,1,2,4,140.7,1,0,0,1,1,0,20,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduate
2,39,1,9500,1,19,133.1,1,19,19,4,4,100.0,0,0,0,1,1,0,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled
1,17,5,9773,1,1,146.0,1,1,37,5,5,146.7,1,0,0,1,1,0,19,0,0,6,7,6,1.38333333333333E+016,0,0,6,8,6,13625,0,7.6,2.6,0.32,Graduate
1,39,1,9130,1,19,133.1,1,34,34,99,99,96.0,0,0,0,1,1,0,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,44,1,9119,1,39,160.0,1,3,38,2,3,160.0,0,0,1,0,1,0,24,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,Dropout
1,44,1,9119,1,39,130.0,1,19,3,3,4,130.0,0,0,1,0,1,0,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
2,39,1,9991,0,1,160.0,1,1,3,1,2,130.0,0,0,0,0,1,1,26,0,0,5,12,3,1.06666666666666E+016,0,0,5,11,3,1.06666666666666E+016,0,9.4,-0.8,-3.12,Dropout
2,43,1,9070,1,2,140.0,1,37,37,6,6,140.0,1,0,0,1,1,0,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate
1,1,6,9119,1,1,126.0,1,19,19,7,3,116.6,1,0,0,1,1,1,20,0,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate
1,17,5,9119,1,1,118.0,1,1,19,9,9,120.5,1,0,0,1,1,0,20,0,0,5,10,3,1.33333333333333E+016,0,0,5,11,5,1.35714285714285E+016,0,12.4,0.5,1.79,Graduate
1,39,1,9085,1,19,133.1,1,3,1,2,5,103.0,0,0,0,1,1,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,17,2,9070,1,1,121.0,1,1,19,144,144,111.9,1,0,0,1,1,0,19,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate
1,17,1,9119,1,1,148.0,1,1,38,4,5,148.7,0,0,0,1,1,0,18,0,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduate
1,43,1,9991,0,12,133.1,1,12,12,9,9,120.0,0,0,0,1,1,0,28,0,7,13,13,7,1.02857142857142E+016,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout
1,1,2,9119,1,1,140.0,1,19,19,9,9,125.7,1,0,0,1,1,0,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9254,1,1,132.0,1,1,38,9,9,120.1,1,0,0,1,1,1,20,0,0,6,7,6,1.35714285714285E+016,0,0,6,8,6,1.31666666666666E+016,0,8.9,1.4,3.51,Graduate
1,1,1,9130,1,1,140.0,1,4,3,3,3,127.8,0,0,0,1,1,0,18,0,0,6,7,6,1.42857142857142E+016,0,0,6,9,6,1.48571428571428E+016,0,11.1,0.6,2.02,Graduate
1,17,3,9147,1,1,112.0,1,1,1,3,3,106.4,1,0,0,1,1,0,19,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate
1,42,1,9500,1,1,100.0,1,19,19,9,9,100.0,0,0,1,1,1,0,24,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout
1,17,4,9085,1,1,126.0,1,1,3,5,5,123.9,1,0,0,1,1,0,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
